xcoord ycoord zcoord
-159.32 -23.69 -35.46
-152.06 -22.41 -40.38
-162.67 -17.02 -36.96
-150.09 -18.3 -43.38
-152.59 -11.56 -44.41
-149 -8 -46.79
-158.01 -3.48 -43
-158.72 -2.64 48.51
-162.21 -5.19 47.16
-159.88 -10.16 47.15
-162.24 -13.27 45.45
-156.3 -14.08 47.21
-158.81 -17.79 45.25
-161.2 -20.59 43.05
-157.63 -25.37 41.67
-153.65 -30.15 39.73
-157.16 -31.46 37.27
-159.57 -33.31 34.43
-159.93 -36.95 30.11
-159.93 -38.71 27.41
-159.29 -40.94 24.01
-156.22 -43.57 20.95
-158.92 -43.81 17.5
-152.5 -46.35 16.35
-158.09 -45.4 13.12
-148.22 -49.63 6.93
-152.73 -48.33 3.71
-151.68 -48.58 -0.18
-149.98 -48.74 -4.48
-151.9 -47.25 -8.44
-160.11 -43.03 -10.03
-153.2 -43.59 -16.67
-152.39 -41.82 -20.59
-152.36 -39.46 -24.21
-162.84 -32.58 -25.3
-150.6 -34.36 -31.61
-156.33 -32.27 -30.06
-155.36 -29.18 -33.58
-153.76 -26.11 -37.23
-146.76 -24.34 -41.98
-155.11 -16.12 -41.61
-142.14 -16.7 -47.52
-147.71 -14.49 -45.87
-144.53 -5.13 -49.16
-149.28 -1.78 -47.24
-153.83 -2.74 50.22
-156.54 -7.24 48.78
-151.38 -6.95 50.34
-153.23 -11.18 48.97
-150.89 -16.19 48.26
-153.61 -19.17 46.38
-147.86 -21.19 47.24
-151.9 -27.63 42.38
-147.44 -32.01 40.52
-150.92 -34.23 37.25
-152.58 -36.3 34.34
-154.79 -37.6 31.84
-152.92 -40.72 28.52
-152.44 -42.84 25.09
-149.46 -45.35 22.37
-148.55 -47 18.76
-145.32 -49.18 14.29
-151.09 -47.96 12.01
-139.63 -51.94 5.75
-145.02 -50.77 2.89
-144.77 -50.86 -1.37
-143.37 -50.78 -6.13
-145.4 -49.35 -10.04
-154.73 -44.85 -12.25
-146.58 -46.13 -17.77
-145.79 -44.35 -21.86
-145.63 -41.96 -25.45
-150.35 -37.42 -27.89
-144.58 -36.76 -32.92
-149.61 -31.39 -35.2
-143.92 -33.69 -36.42
-148.04 -28.26 -38.68
-141.61 -26.46 -43.19
-144.73 -20.38 -44.83
-138.61 -13.1 -50.21
-144.2 -10.98 -48.35
-139.13 -2.96 -51.57
-132.19 -1.43 -54.26
-143.34 -2.99 52.68
-148.35 -2.59 51.53
-146.54 -7.67 51.46
-148.05 -12.31 50.25
-145.63 -17.07 49.34
-142.3 -21.27 48.64
-143.76 -25.54 45.92
-145.82 -28.91 43.47
-141.46 -33.4 41.27
-144.65 -35.84 37.86
-145.71 -38.64 34.73
-147.79 -40.44 31.49
-140.09 -44.36 29.23
-146.43 -43.27 27.97
-143.59 -45.91 24.74
-141.54 -48.22 20.6
-140.51 -49.74 16.94
-143.84 -50.47 9.93
-135.89 -52.51 9.05
-137.56 -52.69 1.6
-137.93 -52.49 -2.35
-136.71 -52.63 -6.94
-138.32 -51.29 -11.24
-148.34 -47.17 -13.49
-140 -48.19 -19.43
-139.09 -46.36 -23.56
-139.12 -43.87 -27.37
-144.72 -39.53 -29.42
-138.52 -38.43 -34.78
-138.12 -35.08 -38.14
-137.02 -31.77 -41.84
-142.73 -30.33 -39.96
-135.89 -27.85 -44.94
-139.36 -22.46 -46.42
-136.46 -18.63 -49.26
-139.33 -8.07 -50.96
-132.93 -5.78 -53.6
-124.04 1.5 -57.42
-137.12 -3.01 54.14
-141.15 -7.45 52.74
-137.21 -11.77 52.84
-142.99 -12.19 51.46
-140.35 -16.43 50.89
-136.62 -20.67 50.14
-138.49 -25.35 47.44
-139.69 -29.95 44.27
-134.95 -34.33 42.18
-137.57 -37.16 39.09
-139.2 -39.5 36.01
-140.46 -41.99 32.4
-133.61 -43.48 33.27
-135.92 -47 26.52
-136.24 -48.62 23.08
-132.91 -50.76 19.48
-131.95 -52.05 15.78
-137.57 -51.39 12.9
-128.66 -54.17 8.55
-131.74 -53.89 4.66
-130.91 -54.31 -3.44
-130.98 -53.81 -8.79
-132.11 -52.75 -13.26
-134.79 -50.79 -16.65
-132.76 -49.69 -21.3
-132.45 -47.73 -25.61
-132.62 -45.23 -29.54
-138.45 -41.34 -31.16
-132.24 -42.61 -33.49
-132.18 -39.44 -37.19
-132.25 -36.08 -40.42
-131.02 -32.91 -43.96
-130.03 -29.03 -47
-133.71 -24.2 -48.13
-132.52 -15.28 -52.09
-127.05 -6.72 -55.94
-127.3 -11.71 -55.09
-126.69 -2.37 -56.65
-131.2 -3.05 55.41
-135.17 -7.12 54.05
-131.7 -10.61 54.17
-134.65 -15.96 52.28
-131.65 -20.08 51.47
-133.34 -24.84 49.03
-128.88 -25.02 50.05
-129.81 -29.32 47.29
-131.1 -33.13 44.24
-131.03 -38.38 39.74
-126.99 -41.61 37.49
-132.52 -41.14 36.4
-127.47 -44.78 33.6
-132.31 -46 30.03
-128.66 -49.08 26
-128.05 -50.73 22.52
-126.15 -52.67 18.5
-128.95 -53.43 12.25
-125.15 -55.53 4.98
-130.22 -54.48 0.62
-124.11 -56.07 -1.56
-125.8 -55.59 -5.98
-125.86 -54.16 -14.66
-128.09 -52.39 -18.42
-123.57 -52.94 -21.12
-126.83 -50.75 -23.77
-126.74 -48.51 -28.11
-126.7 -46 -31.95
-126.79 -43.12 -35.86
-126.64 -40.02 -39.58
-126.4 -36.78 -42.85
-125.5 -33.11 -46.29
-127.93 -25.1 -50.28
-130.63 -20.3 -51.18
-125.22 -20.72 -53.32
-126.85 -16.11 -54.08
-121.79 -9.14 -57.58
-120.3 -2.59 -58.82
-124.68 -1.77 56.43
-128.9 -5.91 55.52
-124.49 -12.42 55.26
-127.7 -18.01 53.19
-122.34 -17.39 54.34
-125.51 -22.06 52.02
-122.54 -26.16 50.69
-124.83 -29.76 48.21
-125.73 -33.51 45.43
-127.62 -36.78 42.13
-123.03 -39.96 40.36
-122.1 -44.39 35.74
-120.6 -47.59 32.05
-126.16 -47.59 29.77
-121.88 -50.31 26.88
-121.35 -52.22 23.03
-123.25 -54.36 14.86
-121.56 -55.58 10.94
-119.21 -56.86 7.49
-121.79 -56.78 1.96
-117.1 -58.05 -2.59
-119.13 -57.4 -6.4
-117.79 -56.74 -13.74
-120.38 -55.17 -17.08
-118.03 -53.55 -24.04
-121.02 -51.23 -26.79
-120.65 -49.09 -30.97
-121.14 -46.42 -34.66
-120.77 -43.76 -38.38
-120.94 -40.51 -41.98
-120.6 -37.05 -45.41
-124.44 -29.17 -49.54
-118.73 -29.08 -51.99
-122.06 -24.72 -52.8
-119.32 -19.45 -55.91
-121.57 -15 -56.53
-118.76 -7.41 -58.96
-114.83 0.23 -60.55
-119.05 -3.78 57.34
-126.37 -8.59 55.51
-119.06 -11.99 56.34
-117.5 -16.36 55.78
-114.95 -21.29 54.5
-119.72 -21.97 53.34
-116.89 -26 51.94
-118.83 -30.18 49.38
-119.82 -33.85 46.63
-121.22 -37.15 43.59
-116.21 -40.34 41.89
-117.79 -43.05 38.54
-115.62 -46.59 34.93
-116.4 -50.12 29.56
-115.05 -52.61 25.4
-119.16 -54.34 19.03
-115.22 -56.3 15.47
-114.61 -57.25 12.11
-111.74 -58.62 8.56
-114.89 -58.36 4.69
-112.44 -59.02 -6.37
-118.44 -57.23 -10.21
-112.52 -57.5 -17.13
-116.16 -55.66 -20.3
-111 -56.04 -23.16
-113.16 -53.96 -26.75
-109.73 -51.86 -32.43
-114.82 -49.3 -33.71
-115.21 -43.78 -40.97
-115.4 -40.61 -44.44
-115.2 -37.19 -47.54
-114.75 -33.32 -50.59
-113.68 -28.91 -53.78
-116.98 -24.33 -54.94
-115.14 -18.71 -57.68
-117.04 -13.13 -58.58
-111.08 -9.05 -61.1
-115.43 -3.96 -60.31
-109.92 -1.88 59.03
-115.15 -8.48 57.58
-111.96 -10.73 57.85
-113.43 -15.67 56.47
-110.29 -20.5 55.55
-111.96 -25.59 53.11
-107.44 -29.21 52.08
-113.17 -29.93 50.53
-113.94 -33.84 47.89
-115.04 -37.3 44.98
-110.82 -42.87 40.57
-111.51 -45.41 37.64
-111.98 -49.25 32.3
-110.09 -52.16 28.29
-107.87 -54.53 24.53
-114.16 -54.57 21.67
-110.73 -56.37 18.17
-107.59 -58.66 12.55
-107.81 -60.05 4.49
-114.37 -58.6 1.02
-109.57 -60.03 -2.95
-110.73 -59.11 -10.47
-110.1 -58.89 -13.9
-107.98 -57.97 -20.2
-106.04 -56.5 -25.78
-107.96 -54.29 -29.22
-109.51 -49.5 -36.33
-115.2 -46.85 -37.32
-109.69 -43.75 -43.37
-109.93 -40.48 -46.73
-109.6 -37.19 -49.77
-109.69 -33.39 -52.36
-108.88 -29.15 -55.35
-112.32 -24.16 -56.7
-110.45 -19.53 -58.9
-112.64 -13.19 -59.86
-107.53 -8.64 -62.11
-109.54 -3.76 -62.16
-103.42 -0.93 60.02
-108.77 -5.03 58.98
-106.64 -9.87 58.85
-108.43 -14.95 57.59
-105.43 -19.87 56.51
-106.67 -24.83 54.37
-102.16 -28.66 53.29
-108.09 -33.29 49.35
-108.52 -36.86 46.68
-109.75 -39.9 43.78
-104.49 -45.45 39.24
-107.51 -48.17 35.19
-101.94 -50.13 33.88
-105.76 -51.43 30.88
-102.96 -54.21 27.01
-105.75 -56.18 21.31
-105.66 -58.29 15.85
-101.66 -60.14 11
-105.07 -60.09 7.92
-107.7 -60.36 0.53
-103.09 -61.54 -4.52
-105.78 -60.56 -7.82
-103.64 -60.57 -12.48
-104.71 -59.48 -16.86
-102.69 -58.3 -22.68
-103.1 -54.07 -32.07
-104.35 -51.76 -35.38
-109.99 -46.69 -39.89
-104.22 -46.38 -42.71
-104.18 -40.29 -48.6
-103.47 -37.11 -51.51
-104.55 -33.49 -53.84
-103.63 -29.53 -56.55
-107.07 -24.84 -57.91
-104.88 -21.16 -59.89
-107.86 -15.53 -60.74
-102.52 -11.81 -62.89
-106.26 -1.61 -63.07
-99.06 -3.68 60.4
-104.51 -6.79 59.49
-98.85 -11.32 59.58
-103.74 -14.58 58.36
-100.81 -19.91 57.14
-101.22 -24.28 55.39
-97.11 -29.32 53.64
-102.75 -32.67 50.79
-102.16 -36.2 48.44
-103.37 -39.57 45.52
-98.54 -44.41 41.47
-100.98 -47.83 37.35
-96.26 -51.71 33.05
-99.41 -53.15 29.92
-99.52 -56.43 23.36
-101.15 -57.91 18.98
-99.18 -59.65 15.02
-98.37 -61.65 6.41
-101.04 -61.57 3.1
-101.2 -61.9 -0.78
-97.05 -62.51 -5.99
-100.38 -61.56 -9.57
-99.18 -60.96 -15.52
-99.77 -59.86 -19.52
-98.61 -58.13 -25.64
-101.41 -56.25 -28.55
-97.9 -53.59 -34.98
-104.32 -49.13 -39.34
-98.64 -49.06 -41.65
-104.07 -43.6 -45.69
-98.55 -40.91 -49.89
-99.01 -34.26 -54.83
-98.34 -30.65 -57.5
-101.37 -25.76 -59.02
-99.52 -21.73 -61.1
-103.81 -16.29 -61.71
-101.82 -7.68 -63.77
-102.05 -1.07 -64.07
-95.47 -1.96 60.86
-99.05 -7.6 60.04
-93.4 -11.78 60.14
-99.44 -15.45 58.8
-95.77 -20.51 57.67
-96.3 -25.15 55.72
-91.84 -28.64 54.53
-97.18 -33.31 51.2
-97.39 -38.08 47.69
-98.21 -41.48 44.59
-95.12 -46.66 39.84
-95.26 -49.33 36.49
-92.68 -53.67 30.55
-96.2 -55.47 26.61
-94.25 -57.8 22.61
-94.82 -58.99 18.84
-92.22 -60.39 15.86
-95.01 -61.62 9.16
-95.21 -62.61 2.87
-95.9 -62.84 -2.57
-93.61 -62.88 -9.22
-95.42 -62.1 -12.52
-92.92 -61.85 -16.63
-95.22 -59.72 -23.08
-93.62 -57.97 -28.3
-97.18 -55.88 -31.38
-92.97 -52.48 -38.46
-99.2 -51.26 -38.19
-97.8 -46.45 -44.72
-97.99 -43.86 -47.39
-92.42 -42.37 -50.67
-97.44 -37.98 -52.69
-92.74 -31.74 -58.59
-95.89 -27.05 -60.03
-93.03 -19.19 -64.01
-98.61 -17.3 -62.9
-94.6 -10 -65.43
-95.09 -2.33 -65.97
-90.66 -4.96 61.48
-92.73 -7.87 60.83
-87.84 -11.68 60.73
-93.64 -16.26 59.11
-90.46 -19.99 58.33
-91.47 -24.27 56.69
-91.7 -32.27 52.61
-93.88 -35.84 49.94
-89.15 -38.05 49
-92.43 -40.27 46.57
-89.44 -45.4 42.33
-89.7 -48.18 38.96
-87.52 -52.92 32.97
-89.75 -55.58 28.18
-89.62 -57.22 25.13
-88.72 -59.27 20.59
-87.36 -61.45 14.4
-89.39 -62.79 7.44
-89.65 -63.15 4.63
-91.88 -63.28 -0.02
-89.77 -63.65 -5.65
-89.36 -62.9 -13.9
-87.53 -62.21 -19.25
-93.41 -60.94 -20.19
-89.74 -59.64 -26.19
-92.09 -55.4 -34.38
-88.52 -54.2 -37.92
-92.64 -50.32 -41.82
-91.51 -47.9 -45.25
-91.1 -45.52 -47.88
-91.73 -39.41 -53.56
-93.39 -35.45 -55.9
-90.32 -28.37 -61.23
-94.18 -23 -62.18
-87.29 -20.08 -65.51
-96.86 -13.45 -64.14
-88.54 -11.44 -67.32
-92.08 -6.59 -66.81
-83.58 -4.61 62.15
-85.84 -8.17 61.54
-83.39 -14.58 60.57
-89.01 -15.76 59.82
-86.27 -23.37 57.59
-86.85 -27.61 55.76
-85.76 -31.17 53.98
-87.34 -34.7 51.63
-83.9 -38.53 49.13
-87.16 -41.63 46.23
-84.53 -46.6 41.46
-85.49 -49.9 37.68
-82.08 -52.43 34.69
-84.4 -54.78 30.73
-84.7 -58.6 23.59
-85.84 -60.58 18.32
-80.89 -61.87 15.95
-87.05 -62.42 11.1
-85.6 -63.99 2.58
-87.92 -63.92 -2.76
-83.16 -64.65 -5.9
-88.1 -63.77 -9.62
-84.37 -63.46 -17.25
-87.25 -61.11 -23.48
-84.91 -59.93 -28.58
-90.49 -57.39 -31.44
-85.4 -56.79 -35.09
-87.17 -51.46 -42.64
-85.4 -49.15 -46.13
-86.98 -43.56 -51.35
-85.53 -40.28 -54.75
-87.89 -36.71 -56.83
-87.46 -32.8 -59.88
-88.9 -24.41 -63.54
-83.42 -24.09 -65.29
-91.31 -15 -65.55
-85.29 -7.81 -68.6
-88.37 -3.2 -68.09
-81.37 -0.72 62.44
-81.24 -10.81 61.58
-77.24 -14.19 61.22
-85.27 -19.31 59.36
-80.93 -22.37 58.48
-81.6 -26.71 56.7
-80.6 -31.27 54.5
-82.39 -35.1 51.84
-79.62 -39.98 48.53
-83.44 -43.31 45.06
-79.57 -47.1 41.59
-80.33 -49.87 38.44
-77.83 -52.94 34.86
-83.39 -57.14 27.19
-77.99 -59.36 23.89
-80.93 -60.32 20.7
-80.01 -63.06 12.84
-83.55 -63.25 9.14
-81.29 -64.49 4.2
-82.51 -64.68 -0.79
-81.06 -65.07 -8.66
-84.26 -64.17 -12.57
-79.84 -64.87 -14.91
-82.3 -62.43 -22.95
-80.18 -61.43 -27.68
-83.8 -58.72 -32.18
-81.77 -55.78 -38.48
-83.32 -53.51 -41.28
-80.05 -50.22 -46.46
-83.93 -46.64 -49.22
-81.44 -42.66 -53.78
-82.59 -36.36 -58.48
-81.65 -31.99 -61.87
-84.66 -28.9 -62.89
-80.65 -20.31 -67.44
-82.62 -12.51 -68.78
-79.6 -7.03 -70.2
-82.42 -2.93 -69.84
-76.85 -3.04 62.76
-79.03 -7.01 62.28
-75.23 -10.38 62.04
-74.76 -18.6 60.24
-76.24 -22.99 58.62
-77.25 -27.84 56.53
-76.32 -32.53 54.13
-77.5 -36.29 51.64
-75.88 -40.67 48.41
-79.14 -43.89 45.01
-74.29 -46.61 43.03
-75.25 -50.02 39.11
-74.15 -54.94 32.71
-77.62 -57.76 27.39
-73.27 -60.82 22.65
-76.42 -61.9 18.46
-75.13 -64.23 11.83
-78.67 -64.35 7.44
-75.87 -65.71 2.87
-78.46 -65.66 -2.21
-76.22 -66.2 -5.82
-76.56 -65.87 -11.31
-75.79 -65.18 -17.48
-79.31 -63.82 -20.52
-76.31 -61.29 -30.52
-78.66 -59.16 -33.94
-76.87 -57.28 -37.8
-78.34 -52.92 -43.76
-76.19 -49.28 -48.78
-79.15 -45.62 -51.63
-76.14 -41.58 -56.25
-79.44 -38.75 -57.86
-77.55 -33.92 -61.69
-79.24 -26.94 -65.21
-75.78 -23.23 -67.37
-78.89 -16.73 -68.92
-77.2 -11.01 -70.39
-77.11 -0.41 -71.02
-71.21 -2.16 63.11
-72.99 -6.42 62.68
-70.14 -11.34 62.26
-71.31 -15.17 61.33
-70.31 -20.57 60.09
-72.13 -29.02 56.33
-70.56 -32.44 54.82
-73.37 -36.73 51.85
-70.57 -41.45 48.56
-72.85 -44.13 45.76
-70.22 -48.62 41.93
-72.26 -52.12 37.32
-69.21 -54.74 34.57
-72.67 -57.37 29.78
-70.89 -59.57 26.21
-73.12 -63.26 16.35
-69.73 -64.91 12.65
-73.49 -65.45 7.59
-70.17 -66.68 3.75
-73.53 -66.57 -0.73
-70.8 -67.23 -6.1
-72.7 -66.68 -10.49
-71.13 -66.35 -16.16
-72.71 -65.15 -21.07
-72.58 -63.16 -27.42
-73.15 -59.92 -34.55
-70.63 -57.88 -39.25
-75.1 -55.47 -41.34
-70.88 -49.59 -50.06
-74.21 -46.23 -52.65
-72.14 -42.51 -56.6
-74.17 -36.87 -60.56
-71.66 -32.32 -64.18
-75.65 -29.47 -64.93
-73.21 -19.98 -69.08
-73.69 -14.57 -70.5
-72 -8.44 -71.68
-74.53 -4.23 -71.5
-66.56 -2.5 63.46
-67.7 -7.15 63.03
-64.98 -12.84 62.46
-66.78 -17.26 61.31
-66.64 -23.34 59.38
-67.21 -27.41 57.67
-66.57 -33.1 54.83
-69.11 -37.61 51.64
-65.51 -40.53 50.11
-67.27 -44.71 46.36
-66.08 -48.41 43.03
-67.21 -51.85 38.88
-64.87 -55.51 34.54
-67.36 -57.97 30.07
-66.4 -61.53 23.45
-69.42 -62.6 20.17
-66.9 -64.51 15.76
-68.04 -66.28 8.4
-65.68 -67.41 2.86
-68.76 -67.5 -1.77
-66.66 -67.75 -7.59
-68.08 -67.25 -13.55
-66.33 -66.53 -19.23
-69.61 -64.9 -24.05
-67.25 -63.38 -29.54
-69.83 -61.61 -32.34
-67.29 -59.38 -37.51
-69.48 -55.25 -43.76
-67.13 -52.26 -48.1
-68.63 -46.43 -53.91
-67.06 -42.67 -57.67
-70.36 -38.12 -60.56
-67.45 -33.16 -64.37
-70.98 -26.8 -67.03
-69.13 -22.67 -69.26
-69 -14.87 -71.21
-67.45 -8.77 -72.55
-69.94 -2.35 -72.59
-62.03 -2.48 63.84
-63.47 -8.57 63.11
-60.59 -13.87 62.51
-62.79 -19.29 60.98
-61.29 -23.45 59.71
-63.39 -28.51 57.63
-61.45 -32.31 55.86
-63.82 -36.45 53.23
-61.35 -41.61 49.62
-62.97 -45.41 46.35
-61.26 -49.65 42.34
-62.56 -52.57 38.74
-61.37 -57.04 32.97
-64.48 -59.58 28.11
-61.57 -61.66 24.54
-63.71 -63.7 19.16
-61.95 -65.65 14.01
-63.96 -66.46 9.85
-61.74 -67.44 4.97
-63.86 -68.07 -2.36
-61.6 -68.46 -6.82
-63.97 -67.95 -11.86
-62.59 -67.33 -17.69
-64.67 -65.74 -23.73
-63.16 -64.41 -28.6
-64.08 -61.45 -34.64
-62.34 -58.92 -39.77
-65.11 -56.36 -43.24
-63.35 -52.72 -48.44
-64.83 -48.35 -52.8
-62.69 -43.74 -57.49
-65.78 -38.77 -61.15
-63.34 -34.92 -64.13
-66.13 -28.17 -67.32
-63.74 -22.87 -69.89
-65.67 -17.74 -71.17
-63.75 -10.96 -72.88
-65.12 -3.34 -73.36
-56.8 -2.02 64.34
-59.29 -6.26 63.78
-57.46 -10.63 63.27
-58.43 -17.76 61.77
-57.33 -23.65 60.08
-58.37 -28.48 58.14
-56.87 -33.33 55.54
-59.77 -37.72 52.74
-57.07 -42.27 49.35
-58.38 -46.22 45.94
-56.86 -49.83 42.57
-58.72 -53.87 37.75
-56.97 -56.88 33.41
-59.27 -59.57 29.01
-56.76 -61.99 24.56
-59.12 -63.84 19.66
-57.58 -65.71 14.64
-58.6 -67.01 9.2
-57.03 -67.99 3.97
-59.85 -68.35 -0.58
-57.13 -68.78 -7.38
-59.64 -68.29 -12.92
-57.87 -67.56 -18.34
-59.93 -66.36 -23.07
-58.86 -64.71 -29.02
-60.44 -62.48 -33.88
-58.28 -59.97 -39.17
-60.74 -56.08 -44.5
-58.79 -52.56 -49.22
-60.88 -48.52 -53.38
-58.63 -44.29 -57.67
-60.72 -39.25 -61.51
-59.26 -33.15 -65.78
-62.09 -28.7 -67.72
-59.44 -22.67 -70.5
-61.13 -16.26 -72.29
-59.71 -9.82 -73.72
-61.39 -3.39 -73.99
-52.79 -2.4 64.51
-53.97 -7.89 63.89
-51.09 -12.45 63.36
-54.32 -19.94 61.51
-51.54 -23.19 60.43
-54 -27.78 58.51
-52.77 -32.78 56.1
-55.52 -37.58 53.1
-53.15 -41.36 50.53
-53.94 -45.95 46.53
-52.37 -50.03 42.36
-54.69 -53.33 38.54
-52.51 -56.63 34.24
-54.29 -59.73 29
-51.66 -61.99 24.86
-54.49 -63.93 20.14
-53.32 -65.97 14.37
-53.92 -67.27 9.11
-53.05 -68.43 2.82
-55.69 -68.8 -2.56
-52.5 -69.14 -8.18
-55.45 -68.71 -12.99
-53.87 -67.87 -19.35
-56.02 -66.38 -24.65
-54.56 -64.43 -30.38
-55.84 -62.35 -34.95
-54.42 -59.41 -40.5
-56.59 -56.14 -44.97
-54.39 -52.72 -49.7
-56.33 -48.97 -53.5
-54.55 -44.07 -58.39
-56.9 -38.94 -62.24
-55.16 -34.46 -65.69
-57.29 -28.41 -68.51
-55.39 -22.5 -71.36
-57.02 -16.1 -72.93
-55.22 -9.36 -74.38
-57.03 -3.42 -74.66
-47.48 -2.54 64.51
-49.98 -6.65 64.19
-47.19 -12.56 63.33
-49.96 -17.91 62.19
-47.11 -23.22 60.51
-49.84 -28.12 58.45
-48.8 -33.3 55.91
-50.72 -37.48 53.24
-48.68 -41.78 50.19
-50.08 -46.05 46.65
-48.52 -50.05 42.52
-50.26 -54.08 37.91
-47.22 -56.97 34.03
-50.01 -59.16 30.27
-48.09 -62.4 24.41
-50.46 -64.65 19.09
-48.71 -66.28 13.95
-50.16 -67.7 8.37
-48.75 -68.7 2.79
-51.28 -69.05 -2.31
-48.56 -69.22 -8
-51.34 -68.79 -14.33
-49.79 -67.96 -20.43
-51.87 -66.43 -25.47
-50.31 -64.75 -30.52
-51.45 -62.33 -35.66
-49.72 -60.01 -40.33
-52.36 -56.9 -44.78
-50.36 -53.39 -49.38
-52.31 -48.13 -54.73
-50.26 -44.22 -58.79
-52.57 -39.72 -62.18
-51.19 -33.86 -66.52
-53.14 -28.54 -68.96
-51.3 -22.84 -71.85
-53.02 -16 -73.53
-51.07 -9.24 -74.85
-52.67 -2.66 -75.22
-43.34 -2.56 64.65
-45.62 -7.83 64.05
-42.88 -12.88 63.46
-45.94 -18.25 62.18
-43.23 -24.26 60.23
-45.75 -28.6 58.35
-44.22 -32.8 56.26
-46.35 -37.26 53.53
-45.07 -42.15 50.22
-45.96 -46.38 46.44
-44.1 -49.85 42.85
-46.27 -53.54 38.87
-43.29 -56.77 34.49
-45.9 -60.11 29.08
-43.91 -62.88 23.5
-46.04 -64.77 18.73
-43.99 -66.53 13.68
-46.07 -67.71 8.78
-44.58 -68.79 3.09
-46.61 -69.24 -2.62
-44.72 -69.51 -9.56
-47.41 -69 -14.46
-45.8 -68.46 -19.94
-47.45 -66.73 -25.68
-45.65 -65.29 -30.31
-47.43 -63.07 -35.25
-45.68 -60.33 -40.59
-47.9 -56.85 -45.15
-45.8 -53.54 -49.74
-48.6 -50.07 -53.34
-45.74 -42.79 -60.6
-48.97 -38.91 -63.42
-47.04 -33.64 -67.29
-48.7 -28.49 -69.77
-47.03 -22.87 -72.39
-49.29 -16.64 -74.01
-47.37 -9.86 -75.28
-47.92 -2.89 -75.62
-39.22 -2.47 64.93
-41.44 -7.35 64.36
-39.04 -12.55 63.68
-41.98 -17.99 62.18
-39.68 -22.21 61.07
-41.05 -28.51 58.48
-40.13 -33.44 56.1
-42.32 -37.96 53.13
-40.8 -42.36 50.05
-41.8 -46.3 46.52
-39.4 -50.23 42.75
-41.76 -53.23 39.07
-39.63 -57.25 33.86
-42.24 -60.28 28.97
-39.52 -62.75 24.23
-41.47 -64.91 18.9
-39.98 -66.77 13.2
-41.67 -68.17 7.32
-40.56 -69.29 1.12
-42.92 -69.59 -3.73
-40.55 -69.79 -9.21
-42.99 -69.25 -14.95
-40.91 -68.75 -19.58
-43.2 -67.5 -24.31
-41.66 -65.77 -30
-43.27 -63.16 -35.54
-41.74 -60.75 -40.31
-43.88 -57.14 -45.28
-41.7 -53.35 -50.17
-43.26 -49.71 -54.03
-41.87 -44.32 -59.79
-44.47 -38.32 -64.3
-42.72 -33.78 -67.85
-44.12 -28.48 -70.43
-42.59 -23.08 -72.8
-45.16 -16.95 -74.41
-43.33 -10.9 -75.68
-43.91 -3.92 -76.26
-35.25 -2.23 64.94
-37.03 -7.65 64.49
-35.04 -12.96 63.72
-37.5 -17.78 62.47
-35.08 -22.88 61.14
-37.55 -27.25 59.18
-36.22 -32.62 56.57
-38.08 -37.59 53.59
-36.83 -41.87 50.54
-37.79 -46.48 46.64
-35.23 -50.43 42.77
-37.79 -54.06 38.3
-35.38 -57.92 33.33
-37.97 -60.31 29.12
-35.28 -62.78 24.48
-37.35 -64.91 19.28
-36.24 -66.97 13.53
-37.79 -68.32 7.51
-36.37 -69.36 1.88
-38.3 -69.87 -4.23
-36.02 -70.2 -9.34
-38.53 -69.66 -14.22
-36.88 -68.97 -19.74
-39.29 -67.34 -25.62
-37.23 -65.82 -30.94
-39.33 -63.8 -34.98
-38.32 -60.33 -41.41
-39.88 -56.98 -45.86
-37.67 -53.42 -50.69
-39.96 -48.23 -56.13
-37.63 -44.11 -60.53
-40.33 -39.99 -63.61
-38.62 -35.65 -66.82
-39.78 -29.07 -70.61
-38.39 -22.95 -73.22
-40.6 -16.89 -74.72
-39.21 -10.49 -76.3
-40.18 -4.02 -76.73
-31.13 -2.26 65.22
-32.95 -7.41 64.64
-31.2 -12.66 63.84
-33.16 -18.48 62.4
-31.12 -24.08 60.94
-33.98 -28.55 58.78
-30.68 -34.31 55.95
-33.74 -35.7 54.91
-31.13 -44.33 48.87
-34.19 -46.27 47.03
-31.92 -50.63 42.96
-34.08 -54.54 37.86
-30.89 -57.58 34.27
-33.38 -60.47 29.43
-31.28 -63.13 24.35
-33.48 -65.18 19.23
-32.6 -67.24 13.09
-33.78 -68.59 7.21
-31.86 -69.46 1.95
-34.14 -70.01 -3.15
-32.37 -70.44 -9
-34.19 -69.79 -15.53
-32.35 -69.11 -20.94
-35.5 -67.88 -24.97
-33.31 -66.74 -29.53
-35.79 -63.1 -37.1
-34 -60.8 -41.48
-35.87 -57.19 -46.23
-33.33 -54.24 -50.5
-36.64 -50.03 -54.71
-34.38 -45.55 -59.68
-35.44 -39.87 -64.38
-34.34 -35.82 -67.39
-36.35 -30.15 -70.42
-34.28 -24.32 -73.11
-36.33 -17.73 -75.05
-35.52 -10.66 -76.53
-36.15 -3.32 -77.03
-27.37 -2.24 65.46
-29.01 -7.56 64.85
-27.11 -12.95 64.18
-29.53 -17.94 62.79
-27.58 -23.53 61.22
-30.37 -29.2 58.7
-27.07 -31.69 57.59
-26.92 -37.01 54.47
-27.07 -42.8 50.37
-29.17 -47.67 45.96
-27.78 -51.62 42
-30.39 -54.42 38.67
