Gene name	Crypt_mean	V1_mean	V2_mean	V3_mean	V4_mean	V5_mean	V6_mean	Crypt_SEM	V1_SEM	V2_SEM	V3_SEM	V4_SEM	V5_SEM	V6_SEM	p-value	q-value
Serpina1a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina1c	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000001	0.000000	0.000000	7.927686e-01	7.887505e-02
B430119L08Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina1e	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3f	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3g	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3i	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3j	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3m	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3k	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Serpina3n	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gsc	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm10000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Dicer1	0.000037	0.000025	0.000022	0.000024	0.000013	0.000009	0.000002	0.000004	0.000003	0.000005	0.000007	0.000003	0.000003	0.000001	1.344290e-04	4.382402e-05
Clmn	0.000028	0.000023	0.000009	0.000007	0.000007	0.000011	0.000029	0.000003	0.000003	0.000003	0.000004	0.000002	0.000004	0.000007	3.630792e-03	9.100748e-04
4930408O17Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28875	0.000003	0.000005	0.000007	0.000000	0.000004	0.000003	0.000000	0.000001	0.000002	0.000002	0.000000	0.000002	0.000002	0.000000	5.310764e-02	9.603376e-03
Syne3	0.000000	0.000001	0.000001	0.000000	0.000001	0.000000	0.000001	0.000000	0.000001	0.000001	0.000000	0.000001	0.000000	0.000001	8.856390e-01	8.482632e-02
Glrx5	0.000211	0.000153	0.000100	0.000065	0.000039	0.000024	0.000008	0.000010	0.000008	0.000010	0.000013	0.000005	0.000006	0.000004	1.102000e-16	9.315615e-17
Tcl1b2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tcl1b1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tcl1b5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tcl1b3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tcl1b4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tcl1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tunar	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
D430019H16Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Bdkrb2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Bdkrb1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Atg2b	0.000010	0.000015	0.000016	0.000009	0.000011	0.000007	0.000002	0.000002	0.000003	0.000004	0.000004	0.000003	0.000003	0.000002	1.169974e-02	2.612613e-03
Gskip	0.000016	0.000033	0.000052	0.000057	0.000048	0.000041	0.000037	0.000003	0.000004	0.000007	0.000011	0.000005	0.000007	0.000008	2.325040e-01	3.249088e-02
Ak7	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Papola	0.000140	0.000100	0.000082	0.000111	0.000072	0.000079	0.000072	0.000008	0.000006	0.000008	0.000017	0.000007	0.000012	0.000012	1.219870e-01	1.934551e-02
Vrk1	0.000017	0.000002	0.000000	0.000006	0.000001	0.000002	0.000000	0.000002	0.000001	0.000000	0.000004	0.000001	0.000001	0.000000	3.351781e-02	6.563645e-03
Gm17032	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
1700121N20Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm17033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
4933406K04Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
1700013N06Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16086	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16084	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm2800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
3110018I06Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
4930465M20Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm15208	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Bcl11b	0.000065	0.000043	0.000011	0.000004	0.000004	0.000003	0.000000	0.000005	0.000004	0.000003	0.000003	0.000001	0.000002	0.000000	1.102000e-16	9.315615e-17
Setd3	0.000047	0.000045	0.000042	0.000035	0.000029	0.000020	0.000017	0.000004	0.000004	0.000006	0.000009	0.000004	0.000005	0.000006	1.517639e-02	3.292395e-03
Ccnk	0.000025	0.000019	0.000009	0.000006	0.000008	0.000010	0.000004	0.000003	0.000003	0.000002	0.000004	0.000002	0.000003	0.000003	4.520408e-03	1.108249e-03
Ccdc85c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Hhipl1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
4930478K11Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Cyp46a1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Eml1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm16596	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Evl	0.000006	0.000000	0.000000	0.000000	0.000001	0.000000	0.000002	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	0.000002	4.073886e-01	5.023596e-02
Degs2	0.000091	0.000112	0.000127	0.000100	0.000088	0.000128	0.000106	0.000007	0.000007	0.000010	0.000014	0.000008	0.000013	0.000014	2.013911e-01	2.896538e-02
Yy1	0.000056	0.000036	0.000054	0.000026	0.000038	0.000047	0.000052	0.000005	0.000004	0.000006	0.000007	0.000005	0.000008	0.000010	8.775256e-02	1.463588e-02
Slc25a29	0.000003	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	5.083478e-02	9.255808e-03
Slc25a47	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Wars	0.000019	0.000016	0.000009	0.000005	0.000010	0.000005	0.000000	0.000003	0.000003	0.000003	0.000003	0.000002	0.000002	0.000000	1.754170e-05	6.457871e-06
Wdr25	0.000001	0.000000	0.000002	0.000000	0.000001	0.000001	0.000000	0.000001	0.000000	0.000001	0.000000	0.000001	0.000001	0.000000	6.805632e-01	7.138709e-02
Begain	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm28498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Dlk1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Meg3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm26906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Rtl1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm26945	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
B830012L14Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Mirg	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Dio3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Ppp2r5c	0.000024	0.000056	0.000098	0.000072	0.000079	0.000082	0.000080	0.000003	0.000005	0.000009	0.000014	0.000007	0.000010	0.000012	4.302307e-02	8.068909e-03
Dync1h1	0.000071	0.000100	0.000116	0.000125	0.000133	0.000117	0.000069	0.000005	0.000007	0.000009	0.000015	0.000010	0.000013	0.000012	9.666835e-04	2.728462e-04
Gm17111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
1700001K19Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Hsp90aa1	0.000549	0.000184	0.000107	0.000084	0.000083	0.000071	0.000055	0.000026	0.000011	0.000010	0.000014	0.000008	0.000009	0.000010	1.102000e-16	9.315615e-17
Wdr20	0.000016	0.000016	0.000021	0.000011	0.000020	0.000015	0.000011	0.000002	0.000002	0.000004	0.000004	0.000004	0.000005	0.000005	5.746232e-01	6.357388e-02
Mok	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
4921507G05Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	NaN	NaN
Gm26912	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	4.018926e-01	4.972420e-02
Zfp839	0.000004	0.000003	0.000001	0.000010	0.000001	0.000003	0.000001	0.000002	0.000001	0.000001	0.000004	0.000001	0.000002	0.000001	2.005789e-02	4.216042e-03
Cinp	0.000027	0.000007	0.000002	0.000002	0.000004	0.000000	0.000000	0.000003	0.000002	0.000001	0.000002	0.000002	0.000000	0.000000	2.091457e-03	5.528720e-04
Tecpr2	0.000003	0.000001	0.000003	0.000004	0.000001	0.000000	0.000000	0.000001	0.000001	0.000001	0.000003	0.000001	0.000000	0.000000	1.951174e-01	2.824089e-02
Ankrd9	0.000027	0.000035	0.000047	0.000048	0.000057	0.000045	0.000064	0.000003	0.000004	0.000006	0.000010	0.000006	0.000007	0.000012	1.614745e-01	2.431127e-02
Rcor1	0.000038	0.000028	0.000015	0.000017	0.000017	0.000014	0.000010	0.000004	0.000003	0.000003	0.000005	0.000004	0.000004	0.000005	3.694895e-02	7.131156e-03
4930595D18Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Traf3	0.000013	0.000009	0.000017	0.000009	0.000010	0.000003	0.000001	0.000003	0.000002	0.000005	0.000004	0.000002	0.000002	0.000001	1.956489e-03	5.204464e-04
Amn	0.000033	0.000075	0.000151	0.000175	0.000195	0.000201	0.000131	0.000004	0.000008	0.000014	0.000025	0.000014	0.000019	0.000018	2.059100e-06	8.461518e-07
A230087F16Rik	0.000001	0.000001	0.000000	0.000000	0.000002	0.000000	0.000002	0.000001	0.000001	0.000000	0.000000	0.000001	0.000000	0.000002	5.922414e-01	6.499639e-02
Cdc42bpb	0.000032	0.000040	0.000042	0.000029	0.000053	0.000087	0.000109	0.000004	0.000004	0.000006	0.000009	0.000006	0.000011	0.000014	9.301449e-11	5.543889e-11
A230065H16Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Exoc3l4	0.000034	0.000153	0.000210	0.000224	0.000224	0.000146	0.000030	0.000004	0.000008	0.000013	0.000025	0.000013	0.000013	0.000008	1.102000e-16	9.315615e-17
Gm10425	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	5.292911e-01	6.026933e-02
Tnfaip2	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm266	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Eif5	0.000269	0.000185	0.000162	0.000140	0.000135	0.000104	0.000121	0.000011	0.000010	0.000012	0.000019	0.000010	0.000011	0.000016	2.122972e-04	6.723945e-05
2810029C07Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Mark3	0.000035	0.000025	0.000040	0.000028	0.000028	0.000033	0.000013	0.000004	0.000003	0.000006	0.000008	0.000004	0.000006	0.000005	1.107539e-02	2.484853e-03
Ckb	0.000094	0.000408	0.000603	0.000496	0.000356	0.000146	0.000054	0.000009	0.000023	0.000032	0.000047	0.000018	0.000014	0.000010	1.102000e-16	9.315615e-17
Trmt61a	0.000015	0.000003	0.000001	0.000005	0.000001	0.000000	0.000000	0.000003	0.000001	0.000001	0.000003	0.000001	0.000000	0.000000	3.363149e-02	6.578721e-03
Bag5	0.000014	0.000011	0.000006	0.000005	0.000005	0.000004	0.000003	0.000002	0.000002	0.000002	0.000003	0.000002	0.000002	0.000002	2.842665e-01	3.798144e-02
Apopt1	0.000032	0.000021	0.000005	0.000008	0.000007	0.000003	0.000002	0.000003	0.000003	0.000002	0.000004	0.000002	0.000002	0.000001	3.818803e-08	1.849451e-08
Gm15996	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Klc1	0.000014	0.000016	0.000009	0.000019	0.000019	0.000014	0.000011	0.000002	0.000002	0.000003	0.000006	0.000004	0.000004	0.000005	4.939243e-01	5.752127e-02
Xrcc3	0.000006	0.000001	0.000000	0.000000	0.000001	0.000001	0.000000	0.000001	0.000001	0.000000	0.000000	0.000001	0.000001	0.000000	6.409180e-01	6.849949e-02
Zfyve21	0.000056	0.000080	0.000077	0.000064	0.000038	0.000029	0.000010	0.000005	0.000005	0.000007	0.000012	0.000005	0.000006	0.000005	7.882583e-15	5.981244e-15
Ppp1r13b	0.000024	0.000023	0.000028	0.000025	0.000023	0.000023	0.000019	0.000003	0.000003	0.000005	0.000008	0.000004	0.000005	0.000006	8.643853e-01	8.343443e-02
2010107E04Rik	0.001107	0.001362	0.001121	0.000936	0.000710	0.000508	0.000239	0.000026	0.000028	0.000032	0.000051	0.000024	0.000029	0.000022	1.102000e-16	9.315615e-17
Tdrd9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Rd3l	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Aspg	0.000007	0.000001	0.000001	0.000000	0.000003	0.000003	0.000002	0.000002	0.000000	0.000001	0.000000	0.000001	0.000002	0.000002	6.712337e-01	7.073154e-02
Kif26a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
A730018C14Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
A530016L24Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Tmem179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Inf2	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Adssl1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Siva1	0.000064	0.000004	0.000000	0.000000	0.000000	0.000001	0.000000	0.000006	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	5.397693e-06	2.117510e-06
Akt1	0.000080	0.000039	0.000028	0.000021	0.000022	0.000011	0.000014	0.000005	0.000004	0.000005	0.000006	0.000004	0.000003	0.000006	8.492879e-04	2.418633e-04
Zbtb42	0.000005	0.000005	0.000010	0.000009	0.000009	0.000012	0.000003	0.000001	0.000001	0.000004	0.000005	0.000003	0.000004	0.000002	4.943705e-01	5.753795e-02
Cep170b	0.000049	0.000029	0.000029	0.000039	0.000032	0.000033	0.000025	0.000004	0.000004	0.000005	0.000011	0.000004	0.000006	0.000007	5.922180e-01	6.499639e-02
Pld4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Ahnak2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	8.344743e-02	1.402849e-02
BC022687	0.000001	0.000001	0.000001	0.000000	0.000001	0.000002	0.000000	0.000000	0.000000	0.000001	0.000000	0.000001	0.000001	0.000000	2.998755e-01	3.968164e-02
Cdca4	0.000020	0.000007	0.000003	0.000002	0.000002	0.000003	0.000000	0.000003	0.000002	0.000001	0.000002	0.000001	0.000002	0.000000	1.943661e-02	4.102064e-03
Gpr132	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Jag2	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Nudt14	0.000033	0.000030	0.000039	0.000042	0.000035	0.000023	0.000011	0.000003	0.000003	0.000006	0.000009	0.000006	0.000007	0.000004	1.098459e-02	2.469332e-03
Gm26583	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Brf1	0.000012	0.000012	0.000012	0.000013	0.000008	0.000007	0.000007	0.000003	0.000002	0.000003	0.000006	0.000002	0.000003	0.000003	8.020066e-01	7.942052e-02
Btbd6	0.000011	0.000011	0.000008	0.000022	0.000008	0.000006	0.000007	0.000002	0.000002	0.000002	0.000007	0.000002	0.000003	0.000004	2.970632e-02	5.929748e-03
9230104M06Rik	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Pacs2	0.000015	0.000007	0.000009	0.000015	0.000013	0.000004	0.000001	0.000003	0.000002	0.000003	0.000006	0.000003	0.000002	0.000001	1.495862e-02	3.250092e-03
Tex22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Mta1	0.000017	0.000009	0.000007	0.000019	0.000004	0.000000	0.000001	0.000002	0.000002	0.000002	0.000006	0.000001	0.000000	0.000001	5.676677e-07	2.488547e-07
Crip2	0.000001	0.000000	0.000001	0.000000	0.000003	0.000006	0.000002	0.000001	0.000000	0.000001	0.000000	0.000002	0.000003	0.000002	1.073993e-01	1.736241e-02
Crip1	0.003345	0.008355	0.018878	0.022874	0.023884	0.025837	0.032441	0.000151	0.000320	0.000571	0.001036	0.000613	0.000899	0.001527	1.102000e-16	9.315615e-17
4930427A07Rik	0.000011	0.000002	0.000002	0.000002	0.000002	0.000005	0.000005	0.000002	0.000001	0.000001	0.000002	0.000001	0.000003	0.000004	9.162654e-01	8.700083e-02
Tmem121	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Adam6b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Adam6a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm30948	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm19331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Zfp386	0.000010	0.000006	0.000003	0.000002	0.000004	0.000002	0.000002	0.000002	0.000001	0.000001	0.000002	0.000001	0.000002	0.000002	6.039425e-01	6.584169e-02
Vipr2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Wdr60	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Gm11027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN
Esyt2	0.000024	0.000028	0.000032	0.000020	0.000032	0.000032	0.000102	0.000003	0.000003	0.000005	0.000007	0.000005	0.000007	0.000015	1.332268e-15	1.063934e-15
Ncapg2	0.000018	0.000001	0.000000	0.000000	0.000000	0.000001	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	6.403742e-01	6.845419e-02
